CGPA,Attendance,Internships,Projects,DSA_Score,Communication_Score,Certifications,Aptitude_Score,Placement,Package_LPA
7.57,91.5,1,4,79.9,73.4,1,51.5,1,9.63
8.16,60.3,2,5,91.6,81.3,5,71.2,1,12.54
7.7,93.3,0,0,73.7,56.4,8,64.4,1,11.37
8.16,66.2,0,4,90.4,63.5,8,51.8,1,10.34
9.73,70.8,1,1,70.4,68.8,0,56.6,1,12.18
6.44,92.5,3,4,54.9,57.0,4,71.3,1,9.86
6.83,95.7,1,0,65.0,78.9,2,55.2,1,7.93
8.52,99.8,1,1,72.2,56.3,8,58.2,1,12.16
7.08,56.2,1,0,93.4,62.6,8,77.0,1,9.63
5.43,95.9,2,1,59.8,51.9,0,83.0,1,7.24
8.76,60.6,1,2,100.0,54.1,1,57.5,1,11.17
9.15,79.8,1,0,90.9,96.0,6,79.8,1,10.7
7.65,94.7,1,4,59.5,67.7,8,65.8,1,8.02
5.68,80.5,0,5,60.4,50.6,3,51.3,0,
7.2,74.8,1,3,62.8,64.7,6,43.9,1,9.8
8.05,58.9,0,2,71.4,77.0,1,52.1,1,6.79
5.79,57.6,1,4,85.2,50.6,0,69.4,0,
7.44,87.9,1,4,69.9,50.6,8,59.8,1,7.65
8.58,87.1,1,5,70.4,50.5,8,100.0,1,10.81
7.15,62.6,2,4,81.2,60.7,5,70.3,1,11.51
6.82,71.8,0,5,72.0,63.3,1,76.2,1,10.42
6.27,55.1,1,3,68.0,70.3,8,60.6,1,6.7
7.34,71.0,1,2,74.2,63.8,5,68.8,1,8.77
6.7,59.6,1,0,34.7,58.5,6,70.7,0,
5.75,84.5,0,3,54.2,66.4,2,47.7,0,
9.75,84.5,1,1,76.5,84.3,5,87.0,1,12.63
5.64,73.9,0,0,58.8,62.5,7,63.3,1,5.01
5.57,77.0,1,5,64.6,48.8,6,29.1,0,
9.05,72.5,0,0,78.0,66.7,5,49.7,1,10.34
6.64,98.9,1,3,86.5,53.7,1,61.8,1,8.2
5.73,78.0,0,0,78.5,32.3,3,50.5,0,
7.27,90.2,0,5,71.3,65.0,2,63.9,1,13.11
9.46,74.2,1,0,88.0,80.9,8,63.0,1,13.22
6.11,70.1,1,4,64.3,62.0,1,57.3,1,7.46
6.54,57.1,0,0,68.8,57.0,4,51.2,0,
5.48,63.3,2,2,61.9,55.2,0,61.0,0,
5.63,71.2,2,5,48.6,60.9,5,42.0,1,8.84
7.8,58.9,0,5,82.3,61.6,3,69.8,1,12.77
7.97,68.6,1,1,88.4,61.7,2,64.4,1,11.5
6.21,94.5,2,4,93.6,57.2,7,54.7,1,8.44
7.51,97.9,2,1,74.0,52.2,2,53.2,1,12.31
5.29,98.8,0,3,44.2,57.6,8,62.3,0,
8.6,72.3,2,3,75.8,65.7,0,72.9,1,10.61
8.8,75.5,1,4,63.3,70.0,4,92.6,1,9.64
5.82,57.1,0,0,35.4,39.1,4,65.8,0,
8.79,83.9,0,1,76.9,71.0,5,47.6,1,8.93
9.24,66.9,0,4,100.0,64.1,0,100.0,1,11.56
9.63,63.0,3,4,79.1,56.0,1,69.4,1,14.09
8.01,82.2,0,3,75.0,69.6,6,75.4,1,10.65
8.49,71.6,2,0,59.1,70.3,2,73.2,1,9.66
5.1,62.3,0,3,40.5,53.7,2,47.3,0,
9.36,98.7,0,4,94.5,85.4,0,86.6,1,11.86
5.1,92.2,2,5,69.6,54.1,1,51.3,1,6.23
5.05,90.6,1,2,41.9,59.0,2,50.2,0,
7.13,62.3,0,1,67.8,65.1,4,77.5,0,
8.96,59.6,0,4,83.3,80.5,0,61.7,1,11.54
7.05,61.6,1,1,81.4,56.3,1,25.5,0,
6.08,98.0,0,0,51.1,56.7,1,71.3,0,
5.85,78.9,1,5,46.3,69.9,4,50.4,0,
9.2,67.2,1,2,100.0,64.6,1,76.6,1,14.19
5.7,61.7,1,3,59.0,60.9,6,51.4,1,7.02
5.43,99.8,0,3,51.6,68.0,7,51.4,0,
8.81,70.0,2,5,100.0,66.1,8,54.4,1,10.91
6.85,81.1,1,4,68.4,66.7,3,39.8,1,8.35
5.01,99.7,0,4,53.7,57.0,1,64.4,0,
9.07,94.0,2,2,60.4,77.4,8,96.4,1,11.35
5.27,61.2,3,5,87.4,68.2,6,70.3,1,10.76
8.18,58.3,2,1,84.5,70.7,1,66.8,1,11.36
8.67,76.1,0,4,74.8,67.7,6,59.1,1,9.61
8.1,55.6,0,0,72.0,66.5,2,64.6,1,9.87
9.2,79.9,2,4,73.7,55.5,6,70.6,1,11.72
5.44,72.0,3,5,70.0,72.6,3,38.4,1,10.67
5.37,86.2,1,5,63.1,44.5,2,38.0,1,7.8
7.04,67.1,0,2,49.8,51.3,0,62.6,0,
5.51,64.5,0,2,60.6,64.9,0,56.3,0,
7.74,57.0,3,3,86.2,69.7,4,76.2,1,11.15
5.94,88.8,1,1,69.4,58.3,6,52.6,1,6.38
7.41,89.9,0,3,49.9,68.8,0,61.9,1,5.98
5.45,87.3,2,5,71.9,47.1,2,38.9,1,8.24
9.76,82.4,1,2,81.3,76.9,4,57.9,1,9.96
8.72,72.4,0,4,96.7,49.2,7,50.1,1,11.55
8.68,68.9,2,0,60.5,70.8,2,75.2,1,9.93
5.43,63.1,2,2,68.2,88.1,7,52.8,0,
5.6,80.6,0,2,52.9,40.8,2,70.2,0,
8.0,69.1,0,3,83.2,59.4,0,65.7,1,8.87
8.56,66.0,2,0,76.1,74.5,6,74.8,1,11.69
7.22,59.2,1,5,83.8,45.1,1,58.0,1,11.09
9.4,96.5,2,1,78.2,75.9,5,85.4,1,11.49
6.34,56.7,0,3,53.3,66.0,0,65.9,1,7.2
5.3,91.4,2,3,61.0,64.6,0,72.6,0,
6.3,83.6,0,0,56.4,65.7,7,69.3,0,
8.21,66.7,2,0,80.5,61.7,4,72.5,1,9.02
8.31,62.2,1,2,83.8,81.4,0,59.1,1,9.93
5.95,87.5,1,1,41.9,88.6,5,83.3,1,8.03
6.52,90.6,1,2,58.9,61.1,7,59.9,1,7.0
8.04,83.8,1,0,75.8,98.1,6,59.3,1,9.29
6.01,63.6,1,0,50.1,52.9,4,66.3,0,
9.17,86.5,1,3,77.6,63.9,8,76.4,1,13.06
6.61,96.7,1,2,72.4,75.7,8,51.4,1,7.64
8.04,86.6,2,0,54.0,88.1,1,65.5,1,9.62
9.48,59.7,1,4,96.3,71.7,7,50.2,1,11.84
6.02,90.0,1,0,34.8,64.2,1,70.8,0,
7.23,95.9,1,5,95.8,44.2,3,80.2,1,10.46
8.16,68.8,2,3,78.6,67.8,6,69.3,1,11.67
7.49,88.4,0,1,46.2,99.4,3,54.4,1,7.81
7.96,72.7,0,4,55.1,79.1,6,73.2,1,10.82
7.1,59.5,2,4,66.5,75.0,6,73.1,1,8.55
6.25,79.9,2,1,62.0,62.4,0,47.9,0,
5.13,86.8,2,0,46.5,55.4,2,71.5,0,
8.73,63.4,1,1,72.8,84.0,3,65.7,1,10.0
5.25,58.7,0,0,56.2,47.7,1,42.9,0,
5.59,61.4,0,1,72.8,69.1,5,64.1,0,
5.48,90.8,1,3,56.1,62.2,6,54.7,0,
9.36,91.4,0,0,85.9,86.7,0,61.4,1,11.82
6.66,99.8,1,0,70.4,77.8,1,61.7,1,9.45
5.73,94.0,0,1,58.2,64.8,1,58.1,0,
6.28,76.7,3,2,34.8,57.0,7,42.3,1,6.16
7.46,73.0,0,1,75.7,86.0,4,69.3,1,9.45
5.8,64.3,1,3,47.2,67.8,4,48.7,0,
7.92,74.3,1,2,59.1,84.0,7,52.4,1,9.92
7.45,81.4,0,5,94.2,61.7,6,71.2,1,9.56
6.72,58.3,1,2,85.1,68.7,0,69.1,1,9.23
6.58,75.9,2,1,51.1,58.2,3,54.8,0,
6.33,82.4,2,5,94.9,71.8,6,54.0,1,10.7
5.24,77.2,0,2,48.3,52.0,2,57.9,0,
6.13,56.0,0,4,58.4,84.7,4,56.5,1,10.2
5.18,79.0,1,2,52.5,53.4,1,60.7,0,
6.44,69.3,0,0,48.3,58.4,0,45.2,0,
7.18,93.2,3,0,78.9,43.1,1,66.4,1,9.81
6.55,85.9,1,1,62.2,77.2,5,70.3,1,6.55
5.02,86.0,0,0,70.5,73.2,1,52.5,0,
8.8,72.1,1,1,72.3,68.4,5,82.2,1,12.87
6.98,75.1,0,4,53.7,64.7,7,75.6,1,8.17
8.51,65.2,0,2,75.9,60.1,3,57.5,1,10.18
9.66,57.7,0,1,88.3,64.0,7,75.0,1,11.94
7.83,78.7,2,2,69.3,51.8,8,70.3,1,10.9
7.17,82.9,0,3,66.3,68.1,2,71.6,1,6.0
7.77,59.6,1,0,67.1,58.9,7,66.2,1,8.1
6.27,96.7,0,3,54.7,63.7,6,70.8,1,7.28
6.31,59.4,1,5,79.3,58.1,3,46.0,1,7.8
7.08,85.7,1,0,60.0,65.0,0,66.2,0,
7.55,67.4,2,5,76.8,63.9,1,52.5,1,13.12
8.32,77.3,0,1,68.5,76.7,4,66.7,1,7.67
7.29,68.7,2,1,66.7,73.2,2,79.1,1,11.61
5.68,55.6,1,2,91.0,62.6,1,66.4,1,9.2
7.27,55.0,2,3,73.6,80.8,4,77.2,1,8.91
5.8,61.6,0,2,63.2,49.8,7,53.7,0,
6.24,76.9,1,0,61.4,52.7,5,75.0,0,
9.11,95.6,1,0,75.0,85.7,0,77.8,1,11.59
6.71,56.4,1,5,100.0,73.1,1,58.9,1,13.34
8.07,98.4,2,5,59.1,61.5,8,78.3,1,10.19
7.83,97.5,0,1,79.6,80.2,5,69.0,1,8.93
8.82,80.5,2,2,73.2,99.5,7,75.4,1,11.15
6.39,80.1,0,3,53.5,56.9,0,80.5,0,
8.96,60.6,1,0,78.1,57.2,0,77.3,1,10.6
9.22,90.3,1,4,92.4,76.7,4,83.1,1,10.22
6.4,56.4,2,1,71.9,67.5,6,43.8,0,
9.29,96.4,1,1,96.4,57.9,5,64.1,1,11.08
8.68,66.3,1,1,75.2,75.1,7,57.5,1,11.49
5.67,74.9,0,5,58.6,55.8,6,43.6,0,
7.21,96.1,0,3,78.9,70.0,4,66.3,1,7.69
6.79,82.9,2,2,88.4,70.2,2,60.1,1,10.59
7.21,57.4,0,5,55.6,76.4,4,72.9,1,8.38
9.15,60.5,1,4,88.8,69.0,3,55.3,1,12.99
9.3,83.8,0,5,91.8,60.8,0,100.0,1,10.76
5.96,58.0,0,0,45.7,58.8,1,35.5,0,
7.13,57.5,0,3,64.3,65.2,3,70.7,0,
8.94,85.7,2,4,92.4,76.1,0,78.6,1,12.41
8.56,79.6,1,2,72.8,69.0,7,73.6,1,11.28
6.85,91.0,1,3,75.8,70.6,1,59.8,1,8.64
9.29,82.9,0,2,100.0,85.2,7,68.0,1,15.43
6.72,93.5,1,2,78.0,55.2,8,77.1,1,7.47
6.63,87.2,2,2,80.8,66.0,6,43.4,1,10.18
7.32,98.3,1,1,42.8,53.7,8,62.2,1,6.35
7.81,92.3,0,0,59.3,71.1,1,59.6,1,7.08
8.26,69.6,0,5,87.4,64.1,2,65.4,1,13.82
5.3,66.3,0,5,60.6,74.0,0,64.2,0,
8.35,72.0,3,4,78.6,62.6,7,64.6,1,12.33
5.97,62.3,2,1,60.1,61.1,1,64.2,1,8.33
6.96,79.6,0,1,57.7,52.4,8,34.3,0,
7.74,76.3,1,4,79.7,84.4,1,51.1,1,11.41
9.2,80.6,0,4,87.6,78.1,3,85.0,1,14.25
6.39,92.3,1,2,66.9,81.8,4,69.6,1,8.99
9.1,96.9,1,3,74.6,63.0,1,45.9,1,13.15
5.15,74.0,0,0,47.4,65.5,5,66.2,0,
9.22,65.6,0,4,81.4,87.0,0,60.3,1,12.36
7.0,88.3,2,4,67.7,64.8,0,73.2,1,9.91
7.29,90.2,2,1,78.0,68.8,3,63.7,1,9.06
8.27,88.2,1,0,62.0,76.1,2,55.6,1,10.23
9.31,99.2,1,1,91.0,59.7,3,93.6,1,13.15
6.09,88.6,2,4,34.1,46.4,0,64.7,0,
5.27,57.5,1,2,66.6,59.8,3,61.4,0,
6.91,84.6,1,0,61.4,77.4,7,55.5,0,
9.31,93.6,1,2,100.0,66.4,4,77.3,1,13.09
7.6,59.7,0,3,68.6,62.2,4,48.3,1,10.42
9.04,78.4,0,4,91.1,82.5,2,78.7,1,10.17
9.57,56.0,2,2,93.5,72.4,1,83.9,1,13.72
6.84,55.8,1,3,77.7,65.4,2,53.4,0,
8.17,56.4,2,0,87.2,58.8,5,89.8,1,10.96
8.63,70.3,2,3,67.5,83.3,0,52.9,1,10.0
9.57,97.0,0,4,76.8,77.5,8,70.3,1,8.37
6.14,95.8,0,5,78.6,65.0,3,57.0,1,7.63
7.74,56.7,0,2,61.9,50.8,0,76.0,1,8.2
5.86,75.8,1,3,71.5,69.5,8,60.0,1,8.41
9.51,67.4,1,2,97.9,70.6,4,73.0,1,12.9
8.03,61.6,1,0,64.6,69.9,2,83.5,1,6.96
7.78,56.9,1,0,100.0,56.9,4,88.2,1,10.8
5.21,65.6,0,4,49.3,44.5,3,59.8,0,
8.98,85.6,0,3,99.8,76.3,5,65.2,1,11.21
9.68,95.4,1,2,81.6,70.2,0,71.0,1,11.6
6.02,69.1,1,5,67.1,45.6,5,57.3,1,7.82
7.8,84.6,0,5,86.8,69.3,3,26.7,1,9.38
7.59,60.5,2,0,51.9,53.7,8,53.4,0,
9.01,68.2,0,1,82.5,81.2,3,38.5,1,11.36
5.55,65.8,1,3,53.6,66.0,8,66.3,1,6.13
8.77,65.3,2,1,78.3,78.4,6,65.0,1,9.7
7.91,90.8,0,0,79.3,73.3,2,50.6,1,9.5
9.21,55.7,0,2,58.0,74.5,7,52.0,1,9.74
5.16,74.4,1,0,65.4,73.0,6,63.9,0,
6.93,80.1,1,0,49.9,81.3,5,47.8,0,
9.77,57.0,1,2,100.0,67.6,7,72.3,1,12.86
8.52,87.6,1,4,66.0,90.3,5,80.9,1,10.04
6.54,63.0,1,2,69.9,60.5,4,56.4,1,6.77
7.44,96.8,0,3,72.5,62.9,2,70.6,1,9.9
9.24,87.9,1,2,68.9,66.0,1,66.8,1,10.78
6.07,62.6,2,2,75.0,78.6,3,56.9,1,8.06
5.99,92.7,2,0,52.1,58.1,8,50.3,0,
7.34,92.0,1,2,85.0,60.2,7,40.9,1,9.42
8.39,93.0,1,3,86.3,64.9,2,67.8,1,11.02
5.56,70.9,0,1,53.4,48.5,8,49.5,0,
8.53,85.2,0,5,76.9,93.1,6,83.3,1,10.72
7.68,92.7,1,5,80.7,61.0,6,58.3,1,10.09
5.94,76.2,1,1,56.6,50.8,3,54.3,0,
7.48,87.5,0,3,88.3,71.7,3,63.1,1,9.24
8.03,65.6,0,4,65.9,64.3,4,59.8,1,7.79
8.21,77.1,1,4,73.9,78.7,1,72.8,1,12.61
7.01,75.1,0,3,58.8,73.2,5,71.0,1,7.43
6.91,60.8,2,3,55.6,53.7,0,58.0,1,10.37
5.29,89.7,0,2,42.6,40.2,6,66.7,0,
6.29,87.8,0,0,72.8,57.1,2,70.7,0,
5.53,98.6,1,1,50.0,56.4,0,54.6,0,
8.38,96.1,2,4,78.7,72.7,3,69.0,1,12.3
5.75,79.1,2,1,54.5,65.3,5,52.9,1,6.78
5.17,55.9,2,0,25.0,37.2,0,54.5,0,
6.1,89.8,0,2,70.2,60.4,6,36.4,0,
8.55,67.1,0,0,67.6,53.1,6,67.7,1,9.34
7.6,96.4,0,4,80.3,59.4,4,67.1,1,9.79
7.2,59.5,3,4,65.2,55.8,1,64.6,1,11.39
6.34,67.8,1,4,69.5,63.4,7,55.2,0,
8.66,87.2,1,4,97.6,68.9,3,55.7,1,12.94
5.69,83.3,0,4,71.4,69.5,7,77.7,1,7.39
6.94,92.7,1,4,73.9,59.9,7,61.6,1,9.01
6.54,80.4,1,0,64.6,61.3,8,68.3,1,6.0
6.5,84.3,0,5,58.3,63.5,1,71.1,1,8.82
5.07,78.4,0,1,54.4,30.0,0,66.5,0,
8.01,78.6,0,4,71.8,66.7,1,66.8,1,10.47
9.43,85.5,1,4,100.0,64.7,2,80.9,1,13.44
8.43,78.4,0,3,96.9,72.1,2,78.1,1,12.81
7.27,69.3,0,3,100.0,77.4,4,60.7,1,11.25
5.45,83.1,1,0,58.5,49.5,3,68.2,0,
5.92,67.8,2,3,65.1,51.6,6,52.5,1,7.4
8.08,64.1,1,0,68.4,59.5,4,60.6,1,7.46
6.84,80.9,2,4,70.5,60.0,7,82.8,1,9.68
6.11,64.7,2,4,72.1,65.7,0,47.1,1,10.33
7.11,84.9,0,4,79.4,65.0,6,53.6,1,10.19
7.28,69.0,1,4,90.4,72.2,3,90.9,1,11.44
9.03,80.2,1,2,65.8,66.6,6,56.0,1,10.17
9.16,93.5,2,2,82.0,65.1,8,89.9,1,12.34
9.48,99.8,0,2,96.2,72.8,4,71.7,1,14.29
9.4,77.6,0,2,94.2,75.4,7,39.8,1,11.58
5.27,80.7,0,5,55.7,91.0,7,37.0,0,
9.2,88.8,2,0,78.2,62.5,2,82.9,1,10.46
9.08,58.7,2,0,92.6,77.7,0,61.0,1,11.39
8.14,88.2,0,5,100.0,74.1,2,58.0,1,10.72
9.53,78.2,2,3,73.3,82.3,0,92.7,1,10.62
5.4,75.0,0,1,53.6,53.4,0,44.2,0,
5.57,76.0,2,0,66.3,47.1,1,50.9,0,
5.41,69.3,1,0,47.1,59.7,3,34.6,0,
9.21,97.4,0,5,82.3,58.0,3,50.7,1,9.91
6.49,72.1,0,2,71.1,69.4,3,64.8,0,
5.96,99.1,0,3,62.4,72.5,5,47.8,1,5.77
8.99,56.7,2,3,90.2,79.9,6,82.9,1,14.34
8.82,64.3,1,4,68.0,65.5,4,86.7,1,11.15
5.15,60.2,1,1,65.5,44.4,5,56.7,0,
7.82,56.5,1,5,91.1,52.3,2,85.3,1,11.6
8.11,59.5,2,2,83.6,80.3,0,51.0,1,9.56
8.51,76.3,0,5,77.3,63.1,6,75.8,1,14.07
9.21,89.3,2,4,99.3,80.1,4,82.5,1,14.81
9.43,94.9,3,4,93.6,83.1,2,100.0,1,14.71
9.61,98.7,0,1,87.5,62.9,2,55.4,1,11.57
6.48,63.3,2,3,74.4,68.9,8,64.7,1,8.23
7.29,70.5,1,5,72.5,69.9,7,52.1,1,9.59
5.46,60.8,2,1,34.6,49.9,4,62.1,0,
7.04,72.7,0,3,53.7,50.1,0,34.3,0,
8.69,71.6,0,0,90.0,56.7,1,55.9,1,9.56
5.9,64.5,1,2,54.7,64.2,2,55.0,0,
8.94,56.6,3,3,89.8,81.8,8,76.5,1,14.54
5.49,93.8,2,0,60.5,61.0,8,61.3,0,
7.33,98.2,1,0,73.1,62.5,1,72.1,1,7.28
7.16,71.8,1,2,87.0,40.3,1,70.1,0,
7.55,72.3,1,1,98.0,67.4,4,71.3,1,9.88
5.23,67.7,0,3,45.5,53.5,5,55.9,0,
6.42,91.9,1,1,71.8,58.6,7,71.7,1,9.35
7.86,71.1,0,5,77.1,71.6,8,81.5,1,9.62
6.32,98.7,1,1,50.8,82.0,8,46.6,1,7.2
6.57,56.7,1,5,57.9,45.0,6,41.0,1,7.61
6.45,73.0,0,5,87.7,61.1,1,77.2,1,8.12
5.56,63.6,0,2,46.8,49.1,3,54.9,0,
7.75,64.7,2,2,72.8,47.9,4,61.3,1,9.24
6.37,55.2,0,3,71.1,56.6,7,51.4,0,
6.53,65.0,0,2,45.6,64.9,7,76.3,0,
6.58,72.5,2,0,50.1,57.0,7,69.1,1,9.29
7.4,79.0,0,3,73.7,68.4,1,53.2,1,8.76
